,airplane,apple,backpack,banana,baseball bat,baseball glove,bear,bed,bench,bicycle,bird,boat,book,bottle,bowl,broccoli,bus,cake,car,carrot,cat,cell phone,chair,clock,couch,cow,cup,dining table,dog,donut,elephant,fire hydrant,fork,frisbee,giraffe,hair drier,handbag,horse,hot dog,keyboard,kite,knife,laptop,microwave,motorcycle,mouse,orange,oven,parking meter,person,pizza,potted plant,refrigerator,remote,sandwich,scissors,sheep,sink,skateboard,skis,snowboard,spoon,sports ball,stop sign,suitcase,surfboard,teddy bear,tennis racket,tie,toaster,toilet,toothbrush,traffic light,train,truck,tv,umbrella,vase,wine glass,zebra
donut,0.0,0.010357815442561206,0.013182674199623353,0.014124293785310734,0.0018832391713747645,0.0,0.0,0.006591337099811676,0.010357815442561206,0.009416195856873822,0.0018832391713747645,0.0009416195856873823,0.032015065913371,0.09887005649717515,0.11864406779661017,0.003766478342749529,0.006591337099811676,0.12429378531073447,0.04143126177024482,0.006591337099811676,0.005649717514124294,0.02071563088512241,0.14689265536723164,0.00847457627118644,0.021657250470809793,0.0,0.2721280602636535,0.352165725047081,0.014124293785310734,0,0.0,0.0009416195856873823,0.05084745762711865,0.0,0.0,0.0,0.03954802259887006,0.0018832391713747645,0.0,0.015065913370998116,0.0,0.04990583804143126,0.00847457627118644,0.003766478342749529,0.0009416195856873823,0.007532956685499058,0.01977401129943503,0.022598870056497175,0.0,0.551789077212806,0.00847457627118644,0.02071563088512241,0.0160075329566855,0.00847457627118644,0.046139359698681735,0.0,0.0009416195856873823,0.009416195856873822,0.0,0.0,0.0,0.07721280602636535,0.0018832391713747645,0.0,0.005649717514124294,0.0009416195856873823,0.00847457627118644,0.0,0.006591337099811676,0.0,0.0009416195856873823,0.0,0.005649717514124294,0.002824858757062147,0.009416195856873822,0.014124293785310734,0.007532956685499058,0.015065913370998116,0.01977401129943503,0.0
elephant,0.0006587615283267457,0.0,0.03359683794466403,0.005270092226613966,0.0006587615283267457,0.0,0.0,0.0006587615283267457,0.05204216073781291,0.00922266139657444,0.03689064558629776,0.007246376811594203,0.00461133069828722,0.005270092226613966,0.0032938076416337285,0.0,0.007246376811594203,0.0006587615283267457,0.0533596837944664,0.0,0.0006587615283267457,0.006587615283267457,0.024374176548089592,0.0032938076416337285,0.002635046113306983,0.0,0.0032938076416337285,0.00461133069828722,0.003952569169960474,0.0,0,0.0,0.0006587615283267457,0.0,0.01383399209486166,0.0,0.04216073781291173,0.005928853754940711,0.0,0.0,0.0,0.001976284584980237,0.0,0.0,0.017786561264822136,0.0,0.0,0.0006587615283267457,0.0,0.4137022397891963,0.0,0.007905138339920948,0.0013175230566534915,0.0006587615283267457,0.0,0.0,0.0,0.0013175230566534915,0.0,0.0,0.0,0.0006587615283267457,0.016469038208168644,0.0,0.0013175230566534915,0.0,0.0,0.0,0.005928853754940711,0.0,0.0013175230566534915,0.0,0.00461133069828722,0.005928853754940711,0.026350461133069828,0.002635046113306983,0.023715415019762844,0.0013175230566534915,0.0,0.0
fire hydrant,0.004149377593360996,0.0,0.061410788381742736,0.0008298755186721991,0.004979253112033195,0.0024896265560165973,0.0,0.0008298755186721991,0.05062240663900415,0.06224066390041494,0.008298755186721992,0.0033195020746887966,0.0033195020746887966,0.009128630705394191,0.0033195020746887966,0.0,0.048132780082987554,0.0008298755186721991,0.44481327800829873,0.0,0.004149377593360996,0.014937759336099586,0.01991701244813278,0.014937759336099586,0.0016597510373443983,0.0008298755186721991,0.00995850622406639,0.005809128630705394,0.028215767634854772,0.0,0.0008298755186721991,0,0.0,0.0016597510373443983,0.0,0.0,0.08630705394190871,0.005809128630705394,0.0,0.0,0.0016597510373443983,0.0,0.0,0.0,0.022406639004149378,0.0,0.0008298755186721991,0.0,0.0,0.4157676348547718,0.0016597510373443983,0.03319502074688797,0.0,0.0,0.0008298755186721991,0.0,0.0,0.0008298755186721991,0.019087136929460582,0.0,0.0,0.0,0.008298755186721992,0.06721991701244813,0.005809128630705394,0.0024896265560165973,0.004149377593360996,0.0008298755186721991,0.005809128630705394,0.0,0.0008298755186721991,0.0,0.14854771784232365,0.006639004149377593,0.16016597510373445,0.004979253112033195,0.029045643153526972,0.0024896265560165973,0.0008298755186721991,0.0
fork,0.0,0.0,0.011824990145841546,0.0,0.0,0.0,0.0,0.0035474970437524636,0.019708316909735908,0.0,0.0,0.0,0.037445802128498226,0.25739061884115094,0.36815135987386677,0.0,0.0,0.0,0.02010248324793063,0.0,0.007489160425699646,0.05281828931809224,0.29838391801340164,0.0216791486007095,0.031139140717382736,0.0,0.5293653921955065,0.7666535277887269,0.009065825778478517,0.0,0.0,0.0,0,0.0,0.0,0.0,0.04178163184864012,0.0,0.0,0.0,0.0,0.5084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5057154119038234,0.0,0.05478912100906583,0.0,0.0,0.0,0.0,0.0,0.016554986204178165,0.0,0.0,0.0,0.0,0.0027591643673630273,0.0,0.0,0.0,0.0,0.0,0.02640914465904612,0.0,0.0,0.0,0.0,0.0,0.002364998029168309,0.0216791486007095,0.01064249113125739,0.0,0.0,0.0
frisbee,0.0013236267372600927,0.0,0.05757776307081403,0.001985440105890139,0.0006618133686300463,0.0006618133686300463,0.0,0.0006618133686300463,0.06816677696889477,0.017207147584381206,0.007941760423560556,0.017207147584381206,0.003970880211780278,0.02316346790205162,0.0026472534745201853,0.0,0.0013236267372600927,0.0013236267372600927,0.13037723362011913,0.0,0.0006618133686300463,0.009265387160820648,0.05956320317670417,0.004632693580410324,0.005956320317670417,0.0,0.013898080741230973,0.020516214427531435,0.23031105228325613,0.0,0.0,0.0,0.0013236267372600927,0,0.0,0.0,0.04434149569821311,0.0006618133686300463,0.0,0.0,0.0033090668431502318,0.0013236267372600927,0.0033090668431502318,0.0,0.0026472534745201853,0.0,0.0,0.0,0.0,0.8457974851091992,0.0013236267372600927,0.004632693580410324,0.001985440105890139,0.0013236267372600927,0.0,0.0,0.0,0.0006618133686300463,0.0006618133686300463,0.0,0.0,0.0,0.018530774321641297,0.0,0.001985440105890139,0.0,0.0,0.0026472534745201853,0.0033090668431502318,0.0,0.0,0.0,0.0006618133686300463,0.0,0.04103242885506287,0.001985440105890139,0.02382528127068167,0.0,0.0,0.0
giraffe,0.0005561735261401557,0.0,0.012235817575083427,0.0,0.0,0.0,0.0,0.0,0.007230255839822024,0.0,0.05672969966629588,0.002224694104560623,0.0,0.004449388209121246,0.0027808676307007787,0.0,0.0033370411568409346,0.0,0.017797552836484983,0.0,0.0,0.005005561735261402,0.0027808676307007787,0.0005561735261401557,0.0,0.0,0.005005561735261402,0.0027808676307007787,0.0005561735261401557,0.0,0.0,0.0,0.0,0.0,0,0.0,0.021134593993325918,0.002224694104560623,0.0,0.0,0.0,0.0,0.0011123470522803114,0.0,0.0,0.0,0.0,0.0,0.0,0.16629588431590656,0.0,0.005005561735261402,0.0,0.0,0.0,0.0,0.0,0.0005561735261401557,0.0,0.0,0.0,0.0,0.0005561735261401557,0.0,0.0,0.0,0.0,0.0,0.0005561735261401557,0.0,0.0,0.0,0.0,0.0,0.009454949944382647,0.0005561735261401557,0.00778642936596218,0.0,0.0,0.0
hair drier,0.0078125,0.0,0.0078125,0.0,0.0,0.0,0.0,0.046875,0.0078125,0.0,0.0,0.0,0.0546875,0.28125,0.0625,0.0,0.0,0.0,0.0078125,0.0,0.046875,0.03125,0.1328125,0.0546875,0.046875,0.0,0.2109375,0.0390625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0703125,0.0,0.0,0.015625,0.0,0.0,0.015625,0.015625,0.0,0.0,0.0,0.015625,0.0,0.4453125,0.0,0.0078125,0.0078125,0.0078125,0.0,0.015625,0.0,0.5625,0.0,0.0,0.0,0.0078125,0.0078125,0.0,0.046875,0.0,0.0234375,0.0,0.0,0.0,0.2578125,0.140625,0.0,0.0,0.0,0.046875,0.0,0.0625,0.0,0.0
handbag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09401357745319892,0.03682369882740177,0.0,0.0,0.0,0.22773091956387576,0.0,0.0,0.0,0.14832339024891997,0.0,0.0,0.0,0.08290475210861963,0.09627648631968731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9142151820613043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
horse,0.0014506769825918763,0.0,0.033365570599613155,0.0,0.0,0.0,0.0,0.0019342359767891683,0.021760154738878143,0.029013539651837523,0.015957446808510637,0.014506769825918761,0.006286266924564797,0.01160541586073501,0.005319148936170213,0.0,0.02562862669245648,0.006286266924564797,0.1276595744680851,0.0,0.0014506769825918763,0.012572533849129593,0.03868471953578337,0.010638297872340425,0.0014506769825918763,0.0,0.008704061895551257,0.012572533849129593,0.0362669245647969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,0,0.0,0.0,0.0,0.0014506769825918763,0.00048355899419729207,0.0,0.007736943907156673,0.0,0.0,0.0,0.0,0.683752417794971,0.00048355899419729207,0.022727272727272728,0.0,0.0009671179883945841,0.0,0.0,0.0,0.0024177949709864605,0.00048355899419729207,0.0033849129593810446,0.0,0.0014506769825918763,0.004352030947775629,0.0,0.0,0.00048355899419729207,0.0,0.0,0.0488394584139265,0.0,0.00048355899419729207,0.0,0.02562862669245648,0.011121856866537718,0.07495164410058026,0.004352030947775629,0.02756286266924565,0.004352030947775629,0.0,0.0
hot dog,0.0,0.00243605359317905,0.023142509135200974,0.0048721071863581,0.0,0.0,0.0,0.001218026796589525,0.030450669914738125,0.0060901339829476245,0.0036540803897685747,0.0048721071863581,0.013398294762484775,0.1753958587088916,0.15956151035322777,0.02679658952496955,0.0036540803897685747,0.023142509135200974,0.04506699147381242,0.04506699147381242,0.0,0.012180267965895249,0.14129110840438489,0.014616321559074299,0.012180267965895249,0.0,0.2387332521315469,0.35809987819732036,0.008526187576126675,0.012180267965895249,0.0,0.001218026796589525,0.09622411693057248,0.0,0.0,0.0,0.05481120584652863,0.0,0,0.001218026796589525,0.0,0.06333739342265529,0.0048721071863581,0.0048721071863581,0.001218026796589525,0.001218026796589525,0.010962241169305725,0.015834348355663823,0.0,0.5627283800243605,0.013398294762484775,0.0194884287454324,0.010962241169305725,0.001218026796589525,0.2289890377588307,0.0,0.0,0.0060901339829476245,0.00243605359317905,0.0,0.0,0.07429963459196103,0.001218026796589525,0.0,0.00243605359317905,0.0,0.001218026796589525,0.001218026796589525,0.0097442143727162,0.0,0.0,0.0,0.007308160779537149,0.00243605359317905,0.008526187576126675,0.012180267965895249,0.023142509135200974,0.0048721071863581,0.020706455542021926,0.0
keyboard,0.0013596193065941536,0.0,0.026512576478585997,0.010876954452753228,0.0006798096532970768,0.0,0.0,0.04826648538409246,0.002719238613188307,0.006798096532970768,0.005438477226376614,0.0013596193065941536,0.32766825288919105,0.1380013596193066,0.03874915023793338,0.0,0.0,0.012236573759347382,0.009517335146159076,0.0,0.11284840244731476,0.19782460910944935,0.3249490142760027,0.05098572399728076,0.06526172671651938,0.0,0.25356900067980964,0.08225696804894629,0.02991162474507138,0.0,0.0,0.0,0.008837525492861998,0.0006798096532970768,0.0,0.0,0.03331067301155676,0.0,0.0,0,0.0,0.008837525492861998,0.4541128484024473,0.0,0.0006798096532970768,0.0,0.0,0.004758667573079538,0.0,0.2909585316111489,0.010876954452753228,0.07477906186267845,0.01291638341264446,0.11012916383412645,0.012236573759347382,0.0,0.0,0.006798096532970768,0.0,0.0006798096532970768,0.0,0.02107409925220938,0.005438477226376614,0.0,0.006118286879673691,0.0,0.02583276682528892,0.0,0.011556764106050306,0.0,0.0006798096532970768,0.0,0.0013596193065941536,0.0013596193065941536,0.0020394289598912306,0.5866757307953773,0.0020394289598912306,0.030591434398368457,0.012236573759347382,0.0
kite,0.006153846153846154,0.0,0.07446153846153847,0.0,0.0,0.0006153846153846154,0.0,0.0,0.032,0.03076923076923077,0.023384615384615386,0.06092307692307692,0.0018461538461538461,0.005538461538461538,0.0018461538461538461,0.0,0.01353846153846154,0.0006153846153846154,0.11261538461538462,0.0,0.0006153846153846154,0.0043076923076923075,0.047384615384615386,0.0036923076923076922,0.0006153846153846154,0.0,0.004923076923076923,0.0073846153846153844,0.02707692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0683076923076923,0.0,0.0,0.0,0,0.0006153846153846154,0.0,0.0,0.0043076923076923075,0.0,0.0,0.0,0.0,0.9243076923076923,0.0,0.004923076923076923,0.0006153846153846154,0.0,0.0006153846153846154,0.0,0.0,0.0,0.0012307692307692308,0.0012307692307692308,0.0,0.0,0.011692307692307693,0.0,0.0012307692307692308,0.07015384615384615,0.0,0.0,0.0024615384615384616,0.0,0.0,0.0,0.0036923076923076922,0.0012307692307692308,0.04246153846153846,0.0006153846153846154,0.038153846153846156,0.0006153846153846154,0.0012307692307692308,0.0
knife,0.0,0.0,0.010978366160800775,0.0,0.0,0.0,0.0,0.0,0.011947045527930255,0.0,0.0,0.0,0.046173716499838556,0.3264449467226348,0.3713270907329674,0.0,0.0,0.0,0.013561511139812722,0.0,0.0,0.044559250887956085,0.27058443655150144,0.03228931223764934,0.026477236034872457,0.0,0.46658056183403296,0.6406199547949629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0342266709719083,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5521472392638037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10623183726186632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012915724895059735,0.024216984178237002,0.0,0.0,0.0,0.0
laptop,0.0,0.0,0.06424242424242424,0.0,0.0,0.0,0.0,0.1191919191919192,0.017777777777777778,0.0,0.0,0.0,0.3054545454545455,0.15757575757575756,0.05818181818181818,0.0,0.0012121212121212121,0.0,0.015353535353535354,0.0,0.10949494949494949,0.20484848484848484,0.381010101010101,0.04404040404040404,0.17656565656565656,0.0,0.2492929292929293,0.16161616161616163,0.039595959595959594,0.0,0.0,0.0,0.010101010101010102,0.0,0.0,0.0,0.06626262626262626,0.0,0.0,0.0,0.0,0.014545454545454545,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4909090909090909,0.0,0.08202020202020202,0.0,0.0,0.0,0.0,0.0,0.01696969696969697,0.00404040404040404,0.0,0.0,0.03111111111111111,0.0048484848484848485,0.0,0.0,0.0,0.0,0.0,0.022626262626262626,0.0,0.0,0.0,0.00202020202020202,0.0,0.0032323232323232323,0.2816161616161616,0.006060606060606061,0.04686868686868687,0.0,0.0
microwave,0.0,0.03581267217630854,0.012855831037649219,0.046831955922865015,0.0,0.0,0.0,0.021120293847566574,0.004591368227731864,0.004591368227731864,0.0036730945821854912,0.0,0.10743801652892562,0.38475665748393023,0.3314967860422406,0.010101010101010102,0.0,0.024793388429752067,0.005509641873278237,0.005509641873278237,0.021120293847566574,0.024793388429752067,0.2846648301193756,0.0881542699724518,0.07162534435261708,0.0,0.3039485766758494,0.2497704315886134,0.021120293847566574,0.0,0.0009182736455463728,0.0009182736455463728,0.03489439853076217,0.0,0.0,0.0,0.03856749311294766,0.0009182736455463728,0.0,0.011937557392102846,0.0,0.17355371900826447,0.04040404040404041,0,0.0009182736455463728,0.0073461891643709825,0.04040404040404041,0.5867768595041323,0.0,0.3149678604224059,0.02662993572084481,0.12764003673094582,0.46005509641873277,0.030303030303030304,0.010101010101010102,0.0,0.0,0.4297520661157025,0.0,0.0009182736455463728,0.0,0.14692378328741965,0.0027548209366391185,0.0,0.011937557392102846,0.0009182736455463728,0.006427915518824609,0.0009182736455463728,0.0036730945821854912,0.0,0.0027548209366391185,0.0,0.0009182736455463728,0.0,0.0009182736455463728,0.05509641873278237,0.005509641873278237,0.09825528007346189,0.05601469237832874,0.0
motorcycle,0.0,0.0,0.10155610155610155,0.0,0.0,0.0,0.0,0.0004095004095004095,0.03562653562653563,0.0,0.0,0.0,0.005733005733005733,0.01638001638001638,0.005323505323505323,0.0,0.08968058968058969,0.0,0.3914823914823915,0.0,0.010237510237510237,0.02416052416052416,0.04873054873054873,0.014742014742014743,0.0012285012285012285,0.0,0.011466011466011465,0.015561015561015561,0.033169533169533166,0.0,0.0,0.0,0.002457002457002457,0.0,0.0,0.0,0.13063063063063063,0.0,0.0,0.0,0.0,0.000819000819000819,0.0012285012285012285,0.0,0,0.0,0.0,0.0,0.0,0.7964782964782965,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009009,0.0,0.0,0.0012285012285012285,0.003276003276003276,0.0,0.0,0.0,0.0,0.0,0.02293202293202293,0.0,0.0,0.0,0.08968058968058969,0.006961506961506962,0.18591318591318592,0.004914004914004914,0.05241605241605242,0.000819000819000819,0.0,0.0
mouse,0.0,0.0,0.03333333333333333,0.009302325581395349,0.0007751937984496124,0.0,0.0,0.04883720930232558,0.0031007751937984496,0.0069767441860465115,0.003875968992248062,0.0007751937984496124,0.3868217054263566,0.15658914728682172,0.027131782945736434,0.0,0.0,0.010852713178294573,0.010077519379844961,0.0,0.10155038759689923,0.2255813953488372,0.37209302325581395,0.04573643410852713,0.06976744186046512,0.0,0.26589147286821707,0.08527131782945736,0.020930232558139535,0.0,0.0,0.0,0.004651162790697674,0.0,0.0,0.0,0.03875968992248062,0.0007751937984496124,0.0,0.6806201550387597,0.0,0.007751937984496124,0.562015503875969,0.0,0.0007751937984496124,0,0.0,0.005426356589147287,0.0,0.24883720930232558,0.006201550387596899,0.07596899224806201,0.013953488372093023,0.11937984496124031,0.0031007751937984496,0.0,0.0,0.004651162790697674,0.0,0.0007751937984496124,0.0,0.014728682170542635,0.006201550387596899,0.0,0.005426356589147287,0.0,0.024031007751937984,0.0,0.007751937984496124,0.0,0.0,0.0,0.0007751937984496124,0.0,0.0007751937984496124,0.562015503875969,0.0031007751937984496,0.027131782945736434,0.010077519379844961,0.0
orange,0.0,0.0,0.013980263157894737,0.2878289473684211,0.0,0.0008223684210526315,0.0,0.009868421052631578,0.009046052631578948,0.013157894736842105,0.007401315789473684,0.006578947368421052,0.04194078947368421,0.17845394736842105,0.3651315789473684,0.06743421052631579,0.004934210526315789,0.06085526315789474,0.022203947368421052,0.0,0.015625,0.013980263157894737,0.1299342105263158,0.028782894736842105,0.03536184210526316,0.0008223684210526315,0.15707236842105263,0.29194078947368424,0.019736842105263157,0.0,0.0024671052631578946,0.0,0.06414473684210527,0.0,0.0008223684210526315,0.0,0.047697368421052634,0.0008223684210526315,0.0,0.004934210526315789,0.0,0.08717105263157894,0.022203947368421052,0.0,0.008223684210526315,0.0024671052631578946,0,0.06825657894736842,0.0,0.2870065789473684,0.013980263157894737,0.06743421052631579,0.06825657894736842,0.006578947368421052,0.04276315789473684,0.0,0.0,0.0649671052631579,0.0,0.0008223684210526315,0.0,0.07894736842105263,0.0008223684210526315,0.0,0.004111842105263158,0.0,0.004934210526315789,0.0008223684210526315,0.0024671052631578946,0.0,0.0008223684210526315,0.0,0.0008223684210526315,0.0008223684210526315,0.013980263157894737,0.027138157894736843,0.015625,0.04523026315789474,0.03536184210526316,0.0
oven,0.0004992511233150275,0.0,0.010983524712930605,0.0,0.0,0.0,0.0,0.0074887668497254116,0.003494757863205192,0.00399400898652022,0.005991013479780329,0.000998502246630055,0.06739890164752871,0.3869196205691463,0.3839241138292561,0.0,0.0,0.03594608087868198,0.0044932601098352475,0.0,0.010983524712930605,0.014977533699450823,0.218172740888667,0.0798801797304044,0.042436345481777334,0.0,0.2775836245631553,0.21617573639540688,0.018971542685971045,0.0,0.0,0.0,0.030454318522216674,0.0,0.0,0.0,0.0254618072890664,0.0014977533699450823,0.0,0.0,0.0,0.1982026959560659,0.022965551672491265,0.0,0.0,0.0,0.0,0,0.0,0.362955566650025,0.07588617074388418,0.10733899151273091,0.0,0.014478282576135796,0.0,0.0,0.0,0.40439340988517225,0.000998502246630055,0.0004992511233150275,0.0,0.21517723414877685,0.0014977533699450823,0.0,0.0,0.0,0.0,0.000998502246630055,0.006490264603095357,0.0,0.00199700449326011,0.0,0.000998502246630055,0.000998502246630055,0.0004992511233150275,0.03544682975536695,0.0029955067398901645,0.08836744882675986,0.0,0.0
parking meter,0.0,0.0,0.06444906444906445,0.002079002079002079,0.0,0.0,0.0,0.0,0.04573804573804574,0.11434511434511435,0.006237006237006237,0.004158004158004158,0.006237006237006237,0.004158004158004158,0.0,0.0,0.04573804573804574,0.002079002079002079,0.6756756756756757,0.0,0.006237006237006237,0.018711018711018712,0.02494802494802495,0.016632016632016633,0.002079002079002079,0.0,0.02286902286902287,0.02286902286902287,0.02286902286902287,0.002079002079002079,0.0,0.058212058212058215,0.004158004158004158,0.006237006237006237,0.0,0.0,0.11226611226611227,0.004158004158004158,0.004158004158004158,0.002079002079002079,0.0,0.0,0.004158004158004158,0.002079002079002079,0.035343035343035345,0.0,0.0,0.0,0,0.48232848232848236,0.006237006237006237,0.031185031185031187,0.0,0.0,0.0,0.0,0.004158004158004158,0.0,0.010395010395010396,0.002079002079002079,0.0,0.0,0.0,0.035343035343035345,0.010395010395010396,0.0,0.0,0.0,0.010395010395010396,0.0,0.002079002079002079,0.0,0.13513513513513514,0.008316008316008316,0.1787941787941788,0.002079002079002079,0.02702702702702703,0.004158004158004158,0.002079002079002079,0.0
person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pizza,0.00045413260672116256,0.0,0.012715712988192553,0.0,0.0,0.0,0.0,0.004087193460490463,0.017711171662125342,0.004541326067211626,0.0018165304268846503,0.0,0.021798365122615803,0.21071752951861944,0.1612170753860127,0.0,0.0009082652134423251,0.0,0.021798365122615803,0.0,0.0036330608537693005,0.02997275204359673,0.20345140781108084,0.01226158038147139,0.01907356948228883,0.0,0.31834695731153495,0.5422343324250681,0.009082652134423252,0.0,0.0,0.0,0.24205267938237965,0.0,0.0,0.0,0.027702089009990917,0.0,0.0,0.0,0.0,0.2652134423251589,0.00862851952770209,0.0,0.0018165304268846503,0.0,0.0,0.0,0.0,0.5049954586739328,0,0.025431425976385105,0.0,0.0,0.0,0.0,0.0,0.012715712988192553,0.00045413260672116256,0.0,0.0,0.08356039963669391,0.0013623978201634877,0.0,0.0,0.0009082652134423251,0.0,0.0,0.005903723887375113,0.0,0.0,0.0,0.0018165304268846503,0.0,0.0027247956403269754,0.019981834695731154,0.007720254314259764,0.01044504995458674,0.0,0.0
potted plant,0.0,0.0,0.04085603112840467,0.0,0.0,0.0,0.0,0.0,0.07166018158236057,0.0,0.0,0.0,0.17412451361867703,0.17509727626459143,0.14526588845654995,0.0,0.0,0.0,0.07392996108949416,0.0,0.0,0.04215304798962387,0.39105058365758755,0.08527885862516213,0.2172503242542153,0.0,0.1874189364461738,0.27626459143968873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08041504539559015,0.0,0.0,0.0,0.0,0.06679636835278858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45071335927367057,0.0,0,0.0,0.0,0.0,0.0,0.0,0.11024643320363164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027237354085603113,0.14850843060959792,0.0,0.0,0.0,0.0
refrigerator,0.0005984440454817474,0.0,0.020347097546379412,0.0,0.0,0.0,0.0,0.017354877318970677,0.005385996409335727,0.00718132854578097,0.0047875523638539795,0.0005984440454817474,0.0933572710951526,0.4248952722920407,0.3076002393776182,0.0,0.0,0.02752842609216038,0.015559545182525433,0.0,0.03949730700179533,0.029323758228605626,0.296229802513465,0.07001795332136446,0.07779772591262717,0.0,0.26032315978456017,0.24476361460203472,0.02573309395571514,0.0,0.0,0.0,0.020347097546379412,0.0,0.0,0.0,0.03889886295631358,0.0011968880909634949,0.0,0.0,0.0,0.11909036505086774,0.033512866546977854,0.0,0.0023937761819269898,0.0,0.0,0.43566726511071213,0.0,0.37283064033512864,0.02333931777378815,0.12148414123279473,0,0.024536205864751647,0.0,0.0,0.0,0.34230999401555956,0.0017953321364452424,0.0005984440454817474,0.0,0.10771992818671454,0.0011968880909634949,0.0,0.0,0.0005984440454817474,0.0,0.0011968880909634949,0.00718132854578097,0.0,0.0023937761819269898,0.0,0.0005984440454817474,0.0005984440454817474,0.0047875523638539795,0.058049072411729505,0.005385996409335727,0.08677438659485338,0.05685218432076601,0.0
remote,0.0009174311926605505,0.0,0.03853211009174312,0.0,0.0,0.0,0.0,0.07660550458715597,0.003211009174311927,0.003669724770642202,0.0027522935779816515,0.0,0.2798165137614679,0.13807339449541284,0.05963302752293578,0.0,0.0,0.0,0.004128440366972477,0.0,0.062385321100917435,0.08853211009174312,0.3720183486238532,0.06330275229357799,0.47522935779816516,0.0,0.16788990825688074,0.14036697247706423,0.0426605504587156,0.0,0.0,0.0,0.00871559633027523,0.0,0.0,0.0,0.05229357798165138,0.0,0.0,0.0,0.0,0.010091743119266056,0.12110091743119267,0.0,0.0009174311926605505,0.0,0.0,0.0,0.0,0.6830275229357798,0.005504587155963303,0.11467889908256881,0.0,0,0.0,0.0,0.0,0.014678899082568808,0.00045871559633027525,0.0,0.0,0.010091743119266056,0.006880733944954129,0.0,0.0,0.00045871559633027525,0.0,0.0013761467889908258,0.010091743119266056,0.0,0.0027522935779816515,0.0,0.0009174311926605505,0.0,0.0009174311926605505,0.3779816513761468,0.0022935779816513763,0.07339449541284404,0.0,0.0
sandwich,0.0,0.0,0.01276595744680851,0.0,0.0,0.0,0.0,0.0060790273556231,0.02370820668693009,0.00425531914893617,0.0006079027355623101,0.00425531914893617,0.026139817629179333,0.19878419452887539,0.31063829787234043,0.0,0.00303951367781155,0.06261398176291794,0.02492401215805471,0.0,0.00547112462006079,0.02066869300911854,0.16048632218844985,0.0182370820668693,0.01702127659574468,0.0,0.4115501519756839,0.5677811550151975,0.00425531914893617,0.0,0.0,0.0,0.25957446808510637,0.0,0.0,0.0,0.03100303951367781,0.0012158054711246201,0.0,0.0,0.0,0.24620060790273557,0.01398176291793313,0.0,0.0006079027355623101,0.0,0.0,0.01762917933130699,0.0,0.4085106382978723,0.030395136778115502,0.026139817629179333,0.0121580547112462,0.00547112462006079,0,0.0,0.0,0.01458966565349544,0.0006079027355623101,0.0,0.0,0.20911854103343466,0.0012158054711246201,0.0,0.0,0.0,0.0,0.0,0.004863221884498481,0.0,0.0,0.0,0.00182370820668693,0.0012158054711246201,0.00303951367781155,0.01398176291793313,0.01398176291793313,0.01702127659574468,0.08085106382978724,0.0
